label	correctans	note	duration_raw	doublecheck
14557507_122LaNMvNM	spoon	0_spin	0.11351320538057763	
14557507_134LaMvM	tin	0_ten	0.20979967494089635	
14557507_21HaNMvNM	clerk	0_clark?	0.13622192950581535	1
14610319_118LaMvNM	sling	0_snail	0.8727179878048688	
14610319_140HaMvNM	van	0_nasalisation 'mban'	0.8633392210144848	1
14610319_17LaMvM	calf	0_pulsed?	0.9047740305280314	
14610319_38HaNMvNM	den	0_wrongthencorrectsit	0.9124513888888544	2
14610319_94LaMvM	pet	0_bet	0.9955927884614937	
14610319_98LaMvM	pine	0_time	1.003901969178031	
14456668_65HaMvM	herd	0_I dont' know	0.2269190705127926	
14456668_74LaMvNM	kick	0_a kick	0.13213819444443686	2
14526592_140HaNMvNM	van	0_s van	0.8787440215751445	2
14526592_21LaMvM	clerk	0_'clocp'	0.6554680706521765	1
14526592_50LaMvNM	flame	0_'fame'	0.7138503787878676	
14526592_51LaNMvM	flock	0_sounds like 'flog'. I think it ends with a click actually	0.6640107257665591	1
14526592_73HaNMvNM	junk	0_I think the final 'k' is voiced though	0.5889519278607054	1
14956811_107LaMvNM	rope	0_it ends with a click	0.9529378591954014	1
14956811_121LaMvM	spool	0_spoold	0.7586720328282652	
14956811_134LaNMvNM	tin	0_too quite to be heard	0.6694232954545534	2
14956811_16HaNMvM	cake	0_do not think she said anything	0.6976377314814641	2
14956811_21LaMvNM	clerk	0_cars?	0.6593770833333252	0
14956811_3LaMvM	bay	0_sounds like boy	1.0566610576923097	
14956811_57HaMvNM	glue	0_sounds like Alices recording rather than the participant	0.5869077380952206	2
14956811_58HaNMvM	goal	0_cannot hear	0.5779895833333057	2
14956811_74LaMvNM	kick	0_cannot hear_kin, n soudn is there	0.8560091145833439	
14956811_79HaNMvM	lid	0_double l_alid	0.704062499999992	2
14956811_8LaMvM	blame	0_Is there a devoicing of b?	0.7211197916666947	
14956811_9HaMvNM	blast	0_dust	0.7779486111111567	
14557278_134HaMvM	tin	0_discard_she siad i don't know	1.4240312499999987	
15074698_103HaMvNM	raft	0__graft	0.8107739583333355	
15074698_107LaMvM	rope	0__self correction	1.01569830974843	2
15074698_114HaMvM	silk	0__sick?	1.073974166666666	
15074698_118HaMvM	sling	0__slink?	0.8300298611111145	
15074698_37HaMvM	deck	0__self-correction	0.8857447916666388	2
15074698_42LaMvNM	doll	0__dun?	1.0312187500000363	1
15074698_58LaMvNM	goal	0__cannot figure out what the child said	1.0180918560605505	
14758562_121HaNMvM	spool	0_discard_spoon	0.9595631127451014	
14758562_20HaMvNM	chunks	0_discard_small chunks	1.0101732954545497	2
14758562_28HaMvNM	cops	0_discard_tops_true error	0.5636445129107983	
14758562_2HaMvM	barn	0_discard_bar_true error	0.6555068247126314	
14758562_38HaNMvNM	den	0_discard_deaf	0.6765364583333451	
14758562_51HaMvM	flock	0_discard_flop	0.6892422715053499	
14758562_74LaNMvNM	kick	0_discard_tin	0.6190300245098115	
14758562_91LaMvNM	notch	0_discard_not	1.1290774483886992	
14549435_133HaNMvM	throat	0_unsure_thrat?	0.6194274839743485	
14549435_2LaMvM	barn	0__varn	1.114718749999966	
14549435_43LaMvM	dove	0__dark	1.5638267926355809	
14582654_134LaMvM	tin	0_tim?	0.6038354166666693	
14582654_17LaMvNM	calf	0_car?_orcutoff?	0.5629895833333478	
14582654_32LaNMvM	crop	0_cop?	0.5910191349637728	
14582654_60LaMvM	grin	0_gran	0.5935670833333404	
14582654_64LaMvM	hen	0_ahead	0.538072916666664	
14582654_80HaNMvM	lock	0_clock? Alice's k?	0.662321527777749	1
14657603_50LaNMvNM	flame	0_plane	0.5930640407985805	
14657603_57LaMvM	glue	0_blue	0.6081225961538053	
14657603_8LaNMvM	blame	0_maim?	0.5834005681818439	
14657603_91LaMvM	notch	0_nokch?	0.6407934027777742	1
14566634_35LaMvM	curb	0_purt?_curp	0.5458866880085367	
14566634_42LaNMvM	doll	0_though?	0.5528676631943057	
14566634_43LaMvM	dove	0_duck?	0.5400945902170378	
14566634_60HaMvM	grin	0_grunt?	0.6244308787344721	
14566634_64HaMvM	hen	0_hand	0.5683344671201667	
14685140_89LaMvNM	mug	0_mud	0.7349652777776896	
14685140_96LaMvM	pile	0_pearl	0.6983732638888398	
14668484_111LaMvM	seeds	0_sleeves	0.9971843717750204	
14668484_121LaNMvNM	spool	0_I don't know	0.723694519927534	
14668484_21LaMvM	clerk	0_I don't know	1.018130549065404	
14668484_32HaNMvNM	crop	0_voiced p	0.8409002976190436	1
14668484_33LaMvM	crown	0_crowns	0.8842875089413269	
14668484_43LaNMvM	dove	0_I don't know	1.0317344907407175	
14668484_47HaMvM	drum	0_self-correction and I don't know	1.3960208333332957	
14668484_62LaMvM	hay	0_I don't know	0.8606361111110914	
14668484_74LaMvM	kick	0_I don't know	1.0395663580246435	
14758059_23HaNMvM	clock	0_clerk?	0.7495179873751567	1
14930256_53HaMvM	frogs	0_'folks'	0.7957526625561115	
14930256_64LaMvM	hen	0_'hat'	1.00632353988604	
14930256_72LaMvM	juice	0_'cheese'	1.6582412593714366	
14947964_90LaMvNM	net	0_'bnet'	0.9057390752032575	
15219350_104LaMvNM	rent	0_brent?	0.6781795343137276	1
15219350_118LaMvM	sling	0_slave	0.6641899801587385	
15219350_42LaNMvNM	doll	0_dawn? usually L in response is clear	0.8358684720665224	1
15219350_87LaMvM	mop	0_mock	0.8148952546296186	
15219350_90LaNMvM	net	0_annette?	1.0008919147763038	2
15192698_127LaMvM	swamps	0_she said unknown	0.6762812499999882	
15192698_134LaMvNM	tin	0_ten	0.6729056783536578	
15192698_38LaNMvNM	den	0_she said unknown	0.7180900120242768	
15192698_41LaMvM	dive	0_she said unknown	0.6860887746624087	
15192698_64LaMvNM	hen	0_the hen	0.6030884276155177	2
15192698_8LaNMvM	blame	0_blane	0.6812855235042434	
15192698_90LaNMvM	net	0_a net (annette)	0.6447672526041401	2
15129350_120LaMvNM	sponge	0_punch	0.6805882876016369	
15129350_28LaMvM	cops	0_pots	0.9777586805555813	
14570364_139LaMvNM	tub	0_t is made a affricative like ts	0.776562499999983	1
14625776_35LaMvNM	curb	0_'turb'	0.7854733219245702	1
14625776_60HaMvNM	grin	0_nonword_don't know	1.0293198777308135	
14625776_61LaMvM	growl	0_a growl	0.7811948369090942	2
14750145_103LaMvNM	raft	0__braft	0.567300720608813	1
14750145_107HaNMvNM	rope	0__a rope	0.5305457274011189	2
14750145_111HaNMvNM	seeds	0__self-correction	0.6861085586533875	1
14750145_134LaMvM	tin	0__don't know	0.6273049242424236	
14750145_23LaMvM	clock	0__plop?	0.6138877314814692	
14750145_61LaNMvM	growl	0__grown	0.5999649003622949	1
14750145_79HaMvNM	lid	0__glid	0.5273312499999179	
14750145_82LaNMvNM	lungs	0__voiced 'g'	0.5311912878786984	1
15102120_121LaNMvNM	spool	0__school	0.7927777189265441	
15102120_128LaMvNM	swan	0__one	0.6873501984127017	
15102120_29LaMvM	crash	0_discard_craft	0.7223242026748835	
15102120_39LaNMvM	dent	0_discard_doubt	0.8569465811965813	
15102120_42LaMvNM	doll	0_discard_dog	0.819391819985583	
15102120_88LaMvNM	mouse	0_discard_mout	0.8087206439394379	
15102120_91HaMvM	notch	0_discard_not	0.6696342147436098	
15367679_103HaMvNM	raft	0_unsure_braft	0.8466250609161818	
15367679_105HaNMvNM	rim	0__grim	0.8509195758258272	
15367679_21LaMvM	clerk	0_unsure_clock	0.8247516203703356	0
15367679_35LaNMvM	curb	0_unsure_cab?	1.0877371279761405	1
15367679_38LaMvNM	den	0__donnot know	0.6664084325396402	
15367679_53LaNMvNM	frogs	0__frot?	0.6937212283147289	1
15367679_61HaNMvNM	growl	0_unsure_grown?	0.7457831944444138	1
15571068_100LaNMvNM	pole	0_unsure_toll	0.5877241263440851	2
15571068_104HaMvM	rent	0__vanpt	1.1721192129629685	1
15571068_105LaNMvNM	rim	0_unsure_vim	0.8475388257575673	1
15571068_108HaNMvM	row	0__vow	0.6429618055555579	1
15571068_133HaNMvM	throat	0_unsure_thlout?	0.6814170026881641	1
15571068_136LaNMvNM	trail	0_unsure_overlap in the onset	1.0379445325718848	1
15571068_14LaMvNM	broom	0_unsure_boom?	0.9878562499999362	1
15571068_15HaNMvNM	bruise	0_unsure_buise	0.7187062499999683	1
15571068_32LaNMvNM	crop	0_unsure_cop?	0.6718843749999905	
15571068_36LaMvNM	dart	0__dark	0.6607495370370202	
15571068_53LaMvNM	frogs	0_unsure_fogs	0.87955069444439	1
15571068_60HaMvM	grin	0_unsure_guam?	0.8235729166665919	1
15571068_8LaMvNM	blame	0_unsure_lame - there seems to be a burst, but I cannot hear it	0.8614575320511904	
15571068_93LaNMvM	pad	0_discard_I donot know	0.8991770833332566	
14745223_108LaNMvM	row	0__brow	1.1004998110355473	
14745223_123HaNMvM	sport	0_discard_self-correction	1.1419974917341165	2
14745223_138LaNMvM	truck	0__trup?	0.6652494331065668	
14745223_139LaNMvNM	tub	0_unsure_I think the onset is an afficative rather than a plosive	0.938203217795035	1
14745223_140HaMvM	van	0_unsure_cannot figure out the onset - in fact, it sounds like dan rather than van to my ears	0.9046941682655643	2
14745223_21LaMvNM	clerk	0__club	0.8702937538652122	
14745223_31LaNMvNM	crib	0_unsure_sounds like quib	0.869037960863352	
14745223_50HaNMvM	flame	0__blame	1.1109373857069613	
14745223_76LaMvM	knob	0__the knob	0.8426075297844022	2
14745223_78HaMvNM	lap	0__blap	1.0160430839002288	
14745923_123HaMvNM	sport	0_discard_I think the child said sth before	0.8415986394558104	
14745923_137HaNMvNM	trap	0_discard_whole sentence repeated	0.9022748036412622	2
14745923_19LaMvM	chat	0__shut	0.8469630709426497	
